X, Z, VelocityU, VelocityW
 290           162 
9.06252e-01 , -6.531249e+00 , 2.374078e-03 , -5.131357e-03
9.06252e-01 , -6.468748e+00 , 2.099354e-03 , -4.985952e-03
9.06252e-01 , -6.406248e+00 , 1.738663e-03 , -4.817794e-03
9.06252e-01 , -6.343748e+00 , 1.267628e-03 , -4.623861e-03
9.06252e-01 , -6.281247e+00 , 6.563464e-04 , -4.396675e-03
9.06252e-01 , -6.218747e+00 , -1.284423e-04 , -4.124167e-03
9.06252e-01 , -6.156247e+00 , -1.118485e-03 , -3.790352e-03
9.06252e-01 , -6.093747e+00 , -2.335434e-03 , -3.377068e-03
9.06252e-01 , -6.031248e+00 , -3.778308e-03 , -2.866822e-03
9.06252e-01 , -5.96875e+00 , -5.40871e-03 , -2.246419e-03
9.06252e-01 , -5.90625e+00 , -7.136622e-03 , -1.51079e-03
9.06252e-01 , -5.84375e+00 , -8.813494e-03 , -6.66029e-04
9.06252e-01 , -5.78125e+00 , -1.023642e-02 , 2.696991e-04
9.06252e-01 , -5.718749e+00 , -1.116283e-02 , 1.268925e-03
9.06252e-01 , -5.656249e+00 , -1.133372e-02 , 2.297446e-03
9.06252e-01 , -5.593749e+00 , -1.051827e-02 , 3.312168e-03
9.06252e-01 , -5.531248e+00 , -8.588958e-03 , 4.257034e-03
9.06252e-01 , -5.468748e+00 , -5.5225e-03 , 5.070216e-03
9.06252e-01 , -5.406248e+00 , -1.23041e-03 , 5.712265e-03
9.06252e-01 , -5.343747e+00 , 4.440244e-03 , 6.190061e-03
9.06252e-01 , -5.281247e+00 , 1.138684e-02 , 6.588739e-03
9.06252e-01 , -5.218747e+00 , 1.912825e-02 , 7.117232e-03
9.06252e-01 , -5.156246e+00 , 2.628211e-02 , 7.862484e-03
9.06252e-01 , -5.093746e+00 , 3.074014e-02 , 8.539914e-03
9.06252e-01 , -5.031246e+00 , 3.160189e-02 , 8.93985e-03
9.06252e-01 , -4.968745e+00 , 2.780371e-02 , 9.061453e-03
9.06252e-01 , -4.906245e+00 , 2.080707e-02 , 8.851404e-03
9.06252e-01 , -4.843745e+00 , 1.315499e-02 , 8.225972e-03
9.06252e-01 , -4.781244e+00 , 6.755743e-03 , 7.163542e-03
9.06252e-01 , -4.718744e+00 , 2.150936e-03 , 5.784771e-03
9.06252e-01 , -4.656244e+00 , -8.772775e-04 , 4.263979e-03
9.06252e-01 , -4.593744e+00 , -2.651184e-03 , 2.729817e-03
9.06252e-01 , -4.531247e+00 , -3.413015e-03 , 1.246159e-03
9.06252e-01 , -4.46875e+00 , -3.46675e-03 , -1.336912e-04
9.06252e-01 , -4.40625e+00 , -3.231302e-03 , -1.319357e-03
9.06252e-01 , -4.343749e+00 , -3.168167e-03 , -2.179043e-03
9.06252e-01 , -4.281248e+00 , -3.687904e-03 , -2.561201e-03
9.06252e-01 , -4.218747e+00 , -5.088524e-03 , -2.323214e-03
9.06252e-01 , -4.156246e+00 , -7.530309e-03 , -1.358165e-03
9.06252e-01 , -4.093746e+00 , -1.103303e-02 , 3.831988e-04
9.06252e-01 , -4.031248e+00 , -1.548469e-02 , 2.876691e-03
9.06252e-01 , -3.96875e+00 , -2.065858e-02 , 6.017418e-03
9.06252e-01 , -3.90625e+00 , -2.623821e-02 , 9.622725e-03
9.06252e-01 , -3.843749e+00 , -3.185383e-02 , 1.34498e-02
9.06252e-01 , -3.781248e+00 , -3.712381e-02 , 1.722509e-02
9.06252e-01 , -3.718747e+00 , -4.167639e-02 , 2.06712e-02
9.06252e-01 , -3.656246e+00 , -4.513943e-02 , 2.352301e-02
9.06252e-01 , -3.593746e+00 , -4.708763e-02 , 2.552833e-02
9.06252e-01 , -3.531248e+00 , -4.692384e-02 , 2.642258e-02
9.06252e-01 , -3.46875e+00 , -4.36607e-02 , 2.587131e-02
9.06252e-01 , -3.40625e+00 , -3.557674e-02 , 2.339143e-02
9.06252e-01 , -3.343749e+00 , -1.978946e-02 , 1.830501e-02
9.06252e-01 , -3.281248e+00 , 8.038832e-03 , 9.859896e-03
9.06252e-01 , -3.218747e+00 , 5.349126e-02 , -2.381939e-03
9.06252e-01 , -3.156246e+00 , 1.225129e-01 , -1.807055e-02
9.06252e-01 , -3.093746e+00 , 2.179071e-01 , -3.571764e-02
9.06252e-01 , -3.031248e+00 , 3.446845e-01 , -5.286898e-02
9.06252e-01 , -2.96875e+00 , 4.681327e-01 , -5.991905e-02
9.06252e-01 , -2.90625e+00 , 4.763285e-01 , -5.695219e-02
9.06252e-01 , -2.84375e+00 , 4.734544e-01 , -5.291724e-02
9.06252e-01 , -2.78125e+00 , 4.707354e-01 , -4.84985e-02
9.06252e-01 , -2.718749e+00 , 4.682495e-01 , -4.375681e-02
9.06252e-01 , -2.656249e+00 , 4.660047e-01 , -3.873931e-02
9.06252e-01 , -2.593749e+00 , 4.639931e-01 , -3.348451e-02
9.06252e-01 , -2.531249e+00 , 4.622009e-01 , -2.80245e-02
9.06252e-01 , -2.468748e+00 , 4.606132e-01 , -2.238654e-02
9.06252e-01 , -2.406248e+00 , 4.592139e-01 , -1.659419e-02
9.06252e-01 , -2.343748e+00 , 4.57985e-01 , -1.06676e-02
9.06252e-01 , -2.281247e+00 , 4.569033e-01 , -4.624661e-03
9.06252e-01 , -2.218747e+00 , 4.559732e-01 , 1.520528e-03
9.06252e-01 , -2.156247e+00 , 4.5519e-01 , 7.755967e-03
9.06252e-01 , -2.093747e+00 , 4.545091e-01 , 1.407284e-02
9.06252e-01 , -2.031248e+00 , 4.53966e-01 , 2.046112e-02
9.06252e-01 , -1.96875e+00 , 4.53561e-01 , 2.690775e-02
9.06252e-01 , -1.90625e+00 , 4.532936e-01 , 3.340207e-02
9.06252e-01 , -1.84375e+00 , 4.531662e-01 , 3.99335e-02
9.06252e-01 , -1.78125e+00 , 4.531834e-01 , 4.649195e-02
9.06252e-01 , -1.718749e+00 , 4.533526e-01 , 5.306756e-02
9.06252e-01 , -1.656249e+00 , 4.536836e-01 , 5.965057e-02
9.06252e-01 , -1.593749e+00 , 4.541895e-01 , 6.623128e-02
9.06252e-01 , -1.531249e+00 , 4.548868e-01 , 7.279997e-02
9.06252e-01 , -1.468748e+00 , 4.557958e-01 , 7.934682e-02
9.06252e-01 , -1.406248e+00 , 4.569407e-01 , 8.586185e-02
9.06252e-01 , -1.343748e+00 , 4.583495e-01 , 9.233473e-02
9.06252e-01 , -1.281247e+00 , 4.600529e-01 , 9.875453e-02
9.06252e-01 , -1.218747e+00 , 4.620799e-01 , 1.051089e-01
9.06252e-01 , -1.156247e+00 , 4.644465e-01 , 1.113821e-01
9.06252e-01 , -1.093747e+00 , 4.67122e-01 , 1.175495e-01
9.06252e-01 , -1.031248e+00 , 4.699261e-01 , 1.235593e-01
9.06252e-01 , -9.6875e-01 , 4.323475e-01 , 1.241215e-01
9.06252e-01 , -9.0625e-01 , 3.591903e-01 , 1.122773e-01
9.06252e-01 , -8.437499e-01 , 2.70398e-01 , 8.765569e-02
9.06252e-01 , -7.812497e-01 , 1.854491e-01 , 5.519275e-02
9.06252e-01 , -7.187495e-01 , 1.256323e-01 , 2.685467e-02
9.06252e-01 , -6.562492e-01 , 9.794355e-02 , 1.034151e-02
9.06252e-01 , -5.937489e-01 , 8.682063e-02 , 2.199587e-03
9.06252e-01 , -5.312485e-01 , 8.199434e-02 , -2.220687e-03
9.06252e-01 , -4.687482e-01 , 7.891741e-02 , -5.377024e-03
9.06252e-01 , -4.062479e-01 , 7.636837e-02 , -8.065012e-03
9.06252e-01 , -3.437476e-01 , 7.397082e-02 , -1.055633e-02
9.06252e-01 , -2.812473e-01 , 7.158904e-02 , -1.295492e-02
9.06252e-01 , -2.18747e-01 , 6.916494e-02 , -1.530314e-02
9.06252e-01 , -1.562469e-01 , 6.666653e-02 , -1.761862e-02
9.06252e-01 , -9.374678e-02 , 6.407056e-02 , -1.99084e-02
9.06252e-01 , -3.124838e-02 , 6.135667e-02 , -2.217447e-02
9.06252e-01 , 3.125e-02 , 5.850522e-02 , -2.441625e-02
9.06252e-01 , 9.375003e-02 , 5.54966e-02 , -2.663152e-02
9.06252e-01 , 1.562501e-01 , 5.231117e-02 , -2.88167e-02
9.06252e-01 , 2.187503e-01 , 4.892875e-02 , -3.09672e-02
9.06252e-01 , 2.812505e-01 , 4.532845e-02 , -3.307753e-02
9.06252e-01 , 3.437508e-01 , 4.148825e-02 , -3.514121e-02
9.06252e-01 , 4.062511e-01 , 3.738464e-02 , -3.715082e-02
9.06252e-01 , 4.687515e-01 , 3.299214e-02 , -3.909785e-02
9.06252e-01 , 5.312518e-01 , 2.828278e-02 , -4.097254e-02
9.06252e-01 , 5.937521e-01 , 2.322578e-02 , -4.276357e-02
9.06252e-01 , 6.562524e-01 , 1.778719e-02 , -4.445769e-02
9.06252e-01 , 7.187527e-01 , 1.19299e-02 , -4.603916e-02
9.06252e-01 , 7.81253e-01 , 5.613927e-03 , -4.748919e-02
9.06252e-01 , 8.437531e-01 , -1.202754e-03 , -4.878515e-02
9.06252e-01 , 9.062532e-01 , -8.562821e-03 , -4.98999e-02
9.06252e-01 , 9.687516e-01 , -1.650731e-02 , -5.080111e-02
9.06252e-01 , 1.03125e+00 , -2.507316e-02 , -5.145089e-02
9.06252e-01 , 1.09375e+00 , -3.428986e-02 , -5.180576e-02
9.06252e-01 , 1.15625e+00 , -4.417433e-02 , -5.18171e-02
9.06252e-01 , 1.21875e+00 , -5.472759e-02 , -5.143237e-02
9.06252e-01 , 1.281251e+00 , -6.593012e-02 , -5.059704e-02
9.06252e-01 , 1.343751e+00 , -7.773796e-02 , -4.925735e-02
9.06252e-01 , 1.406251e+00 , -9.007951e-02 , -4.736379e-02
9.06252e-01 , 1.468751e+00 , -1.028537e-01 , -4.487534e-02
9.06252e-01 , 1.531252e+00 , -1.159298e-01 , -4.176394e-02
9.06252e-01 , 1.593752e+00 , -1.291499e-01 , -3.801906e-02
9.06252e-01 , 1.656252e+00 , -1.423328e-01 , -3.365144e-02
9.06252e-01 , 1.718753e+00 , -1.552809e-01 , -2.869612e-02
9.06252e-01 , 1.781253e+00 , -1.677847e-01 , -2.321121e-02
9.06252e-01 , 1.843753e+00 , -1.797544e-01 , -1.72768e-02
9.06252e-01 , 1.906253e+00 , -1.912861e-01 , -1.098453e-02
9.06252e-01 , 1.968752e+00 , -2.038577e-01 , -3.880188e-03
9.687522e-01 , -7.96875e+00 , 1.931627e-02 , -3.0145e-04
9.687522e-01 , -7.90625e+00 , -4.199859e-04 , -6.552073e-04
9.687522e-01 , -7.84375e+00 , -1.792203e-03 , -7.595756e-04
9.687522e-01 , -7.78125e+00 , -2.419833e-03 , -9.127601e-04
9.687522e-01 , -7.718749e+00 , -2.416992e-03 , -1.169138e-03
9.687522e-01 , -7.656249e+00 , -2.002511e-03 , -1.529208e-03
9.687522e-01 , -7.593749e+00 , -1.362313e-03 , -1.979211e-03
9.687522e-01 , -7.531249e+00 , -6.313524e-04 , -2.498182e-03
9.687522e-01 , -7.468748e+00 , 1.00596e-04 , -3.061262e-03
9.687522e-01 , -7.406248e+00 , 7.784279e-04 , -3.642137e-03
9.687522e-01 , -7.343748e+00 , 1.371885e-03 , -4.215217e-03
9.687522e-01 , -7.281247e+00 , 1.867637e-03 , -4.757426e-03
9.687522e-01 , -7.218747e+00 , 2.263336e-03 , -5.249408e-03
9.687522e-01 , -7.156247e+00 , 2.563393e-03 , -5.676133e-03
9.687522e-01 , -7.093747e+00 , 2.776073e-03 , -6.027041e-03
9.687522e-01 , -7.031248e+00 , 2.911523e-03 , -6.295868e-03
9.687522e-01 , -6.96875e+00 , 2.98039e-03 , -6.480335e-03
9.687522e-01 , -6.90625e+00 , 2.99289e-03 , -6.581712e-03
9.687522e-01 , -6.84375e+00 , 2.95794e-03 , -6.60431e-03
9.687522e-01 , -6.78125e+00 , 2.88243e-03 , -6.554928e-03
9.687522e-01 , -6.718749e+00 , 2.770473e-03 , -6.44218e-03
9.687522e-01 , -6.656249e+00 , 2.622627e-03 , -6.275714e-03
9.687522e-01 , -6.593749e+00 , 2.435085e-03 , -6.065336e-03
9.687522e-01 , -6.531249e+00 , 2.198843e-03 , -5.820053e-03
9.687522e-01 , -6.468748e+00 , 1.898892e-03 , -5.547079e-03
9.687522e-01 , -6.406248e+00 , 1.513589e-03 , -5.25088e-03
9.687522e-01 , -6.343748e+00 , 1.014498e-03 , -4.932372e-03
9.687522e-01 , -6.281247e+00 , 3.672921e-04 , -4.588426e-03
9.687522e-01 , -6.218747e+00 , -4.654459e-04 , -4.21189e-03
9.687522e-01 , -6.156247e+00 , -1.518471e-03 , -3.792313e-03
9.687522e-01 , -6.093747e+00 , -2.814311e-03 , -3.317491e-03
9.687522e-01 , -6.031248e+00 , -4.349859e-03 , -2.775776e-03
9.687522e-01 , -5.96875e+00 , -6.081104e-03 , -2.158872e-03
9.687522e-01 , -5.90625e+00 , -7.909138e-03 , -1.464853e-03
9.687522e-01 , -5.84375e+00 , -9.674016e-03 , -7.01004e-04
9.687522e-01 , -5.78125e+00 , -1.1161e-02 , 1.141876e-04
9.687522e-01 , -5.718749e+00 , -1.211937e-02 , 9.515149e-04
9.687522e-01 , -5.656249e+00 , -1.22851e-02 , 1.77557e-03
9.687522e-01 , -5.593749e+00 , -1.14235e-02 , 2.551824e-03
9.687522e-01 , -5.531248e+00 , -9.398284e-03 , 3.247173e-03
9.687522e-01 , -5.468748e+00 , -6.191894e-03 , 3.83055e-03
9.687522e-01 , -5.406248e+00 , -1.761502e-03 , 4.296819e-03
9.687522e-01 , -5.343747e+00 , 4.0048e-03 , 4.678271e-03
9.687522e-01 , -5.281247e+00 , 1.094368e-02 , 5.02924e-03
9.687522e-01 , -5.218747e+00 , 1.845669e-02 , 5.458167e-03
9.687522e-01 , -5.156246e+00 , 2.542745e-02 , 6.066839e-03
9.687522e-01 , -5.093746e+00 , 3.007844e-02 , 6.733198e-03
9.687522e-01 , -5.031246e+00 , 3.10996e-02 , 7.337797e-03
9.687522e-01 , -4.968745e+00 , 2.759926e-02 , 7.798019e-03
9.687522e-01 , -4.906245e+00 , 2.105069e-02 , 7.883051e-03
9.687522e-01 , -4.843745e+00 , 1.394641e-02 , 7.420649e-03
9.687522e-01 , -4.781244e+00 , 7.989908e-03 , 6.430123e-03
9.687522e-01 , -4.718744e+00 , 3.618956e-03 , 5.099747e-03
9.687522e-01 , -4.656244e+00 , 6.500568e-04 , 3.635964e-03
9.687522e-01 , -4.593744e+00 , -1.143796e-03 , 2.16199e-03
9.687522e-01 , -4.531247e+00 , -1.974106e-03 , 7.399706e-04
9.687522e-01 , -4.46875e+00 , -2.182517e-03 , -5.506994e-04
9.687522e-01 , -4.40625e+00 , -2.238255e-03 , -1.579602e-03
9.687522e-01 , -4.343749e+00 , -2.631497e-03 , -2.178339e-03
9.687522e-01 , -4.281248e+00 , -3.768848e-03 , -2.173612e-03
9.687522e-01 , -4.218747e+00 , -5.913606e-03 , -1.42181e-03
9.687522e-01 , -4.156246e+00 , -9.165979e-03 , 1.616707e-04
9.687522e-01 , -4.093746e+00 , -1.346719e-02 , 2.580606e-03
9.687522e-01 , -4.031248e+00 , -1.861707e-02 , 5.74549e-03
9.687522e-01 , -3.96875e+00 , -2.430231e-02 , 9.47344e-03
9.687522e-01 , -3.90625e+00 , -3.013816e-02 , 1.350465e-02
9.687522e-01 , -3.843749e+00 , -3.57201e-02 , 1.753615e-02
9.687522e-01 , -3.781248e+00 , -4.066427e-02 , 2.125907e-02
9.687522e-01 , -3.718747e+00 , -4.461823e-02 , 2.438578e-02
9.687522e-01 , -3.656246e+00 , -4.723563e-02 , 2.666182e-02
9.687522e-01 , -3.593746e+00 , -4.810021e-02 , 2.785544e-02
9.687522e-01 , -3.531248e+00 , -4.657824e-02 , 2.772064e-02
9.687522e-01 , -3.46875e+00 , -4.157339e-02 , 2.59366e-02
9.687522e-01 , -3.40625e+00 , -3.118102e-02 , 2.203935e-02
9.687522e-01 , -3.343749e+00 , -1.234938e-02 , 1.540657e-02
9.687522e-01 , -3.281248e+00 , 1.916928e-02 , 5.416506e-03
9.687522e-01 , -3.218747e+00 , 6.838593e-02 , -8.205549e-03
9.687522e-01 , -3.156246e+00 , 1.402164e-01 , -2.497747e-02
9.687522e-01 , -3.093746e+00 , 2.364398e-01 , -4.348294e-02
9.687522e-01 , -3.031248e+00 , 3.604576e-01 , -6.058369e-02
9.687522e-01 , -2.96875e+00 , 4.656972e-01 , -6.683455e-02
9.687522e-01 , -2.90625e+00 , 4.722114e-01 , -6.321779e-02
9.687522e-01 , -2.84375e+00 , 4.689352e-01 , -5.858802e-02
9.687522e-01 , -2.78125e+00 , 4.65877e-01 , -5.360407e-02
9.687522e-01 , -2.718749e+00 , 4.631008e-01 , -4.83169e-02
9.687522e-01 , -2.656249e+00 , 4.60606e-01 , -4.276843e-02
9.687522e-01 , -2.593749e+00 , 4.583778e-01 , -3.699374e-02
9.687522e-01 , -2.531249e+00 , 4.563975e-01 , -3.102256e-02
9.687522e-01 , -2.468748e+00 , 4.54646e-01 , -2.488027e-02
9.687522e-01 , -2.406248e+00 , 4.531042e-01 , -1.858883e-02
9.687522e-01 , -2.343748e+00 , 4.517512e-01 , -1.216763e-02
9.687522e-01 , -2.281247e+00 , 4.505619e-01 , -5.633582e-03
9.687522e-01 , -2.218747e+00 , 4.495345e-01 , 1.000703e-03
9.687522e-01 , -2.156247e+00 , 4.486669e-01 , 7.724267e-03
9.687522e-01 , -2.093747e+00 , 4.479055e-01 , 1.452939e-02
9.687522e-01 , -2.031248e+00 , 4.472969e-01 , 2.140699e-02
9.687522e-01 , -1.96875e+00 , 4.468372e-01 , 2.834489e-02
9.687522e-01 , -1.90625e+00 , 4.465253e-01 , 3.53334e-02
9.687522e-01 , -1.84375e+00 , 4.46363e-01 , 4.236307e-02
9.687522e-01 , -1.78125e+00 , 4.463548e-01 , 4.942509e-02
9.687522e-01 , -1.718749e+00 , 4.465074e-01 , 5.651108e-02
9.687522e-01 , -1.656249e+00 , 4.468308e-01 , 6.361309e-02
9.687522e-01 , -1.593749e+00 , 4.473376e-01 , 7.072354e-02
9.687522e-01 , -1.531249e+00 , 4.480443e-01 , 7.783528e-02
9.687522e-01 , -1.468748e+00 , 4.489708e-01 , 8.494165e-02
9.687522e-01 , -1.406248e+00 , 4.501412e-01 , 9.203648e-02
9.687522e-01 , -1.343748e+00 , 4.515836e-01 , 9.911417e-02
9.687522e-01 , -1.281247e+00 , 4.533287e-01 , 1.061696e-01
9.687522e-01 , -1.218747e+00 , 4.554068e-01 , 1.131975e-01
9.687522e-01 , -1.156247e+00 , 4.578378e-01 , 1.20191e-01
9.687522e-01 , -1.093747e+00 , 4.606028e-01 , 1.271371e-01
9.687522e-01 , -1.031248e+00 , 4.635586e-01 , 1.339999e-01
9.687522e-01 , -9.6875e-01 , 4.356531e-01 , 1.364859e-01
9.687522e-01 , -9.0625e-01 , 3.758737e-01 , 1.283274e-01
9.687522e-01 , -8.437499e-01 , 2.985274e-01 , 1.081196e-01
9.687522e-01 , -7.812497e-01 , 2.191057e-01 , 7.87686e-02
9.687522e-01 , -7.187495e-01 , 1.516646e-01 , 4.736897e-02
9.687522e-01 , -6.562492e-01 , 1.115494e-01 , 2.417996e-02
9.687522e-01 , -5.937489e-01 , 9.34498e-02 , 1.203087e-02
9.687522e-01 , -5.312485e-01 , 8.573934e-02 , 6.039115e-03
9.687522e-01 , -4.687482e-01 , 8.171449e-02 , 2.624679e-03
9.687522e-01 , -4.062479e-01 , 7.879675e-02 , 6.203588e-05
9.687522e-01 , -3.437476e-01 , 7.623965e-02 , -2.167008e-03
9.687522e-01 , -2.812473e-01 , 7.378449e-02 , -4.254342e-03
9.687522e-01 , -2.18747e-01 , 7.132466e-02 , -6.281644e-03
9.687522e-01 , -1.562469e-01 , 6.880717e-02 , -8.28568e-03
9.687522e-01 , -9.374678e-02 , 6.61991e-02 , -1.028314e-02
9.687522e-01 , -3.124838e-02 , 6.347527e-02 , -1.228116e-02
9.687522e-01 , 3.125e-02 , 6.061335e-02 , -1.428209e-02
9.687522e-01 , 9.375003e-02 , 5.759198e-02 , -1.628558e-02
9.687522e-01 , 1.562501e-01 , 5.439025e-02 , -1.828933e-02
9.687522e-01 , 2.187503e-01 , 5.098689e-02 , -2.028976e-02
9.687522e-01 , 2.812505e-01 , 4.735999e-02 , -2.228217e-02
9.687522e-01 , 3.437508e-01 , 4.348657e-02 , -2.426078e-02
9.687522e-01 , 4.062511e-01 , 3.934211e-02 , -2.621881e-02
9.687522e-01 , 4.687515e-01 , 3.49e-02 , -2.814844e-02
9.687522e-01 , 5.312518e-01 , 3.013098e-02 , -3.004065e-02
9.687522e-01 , 5.937521e-01 , 2.500263e-02 , -3.188505e-02
9.687522e-01 , 6.562524e-01 , 1.947896e-02 , -3.366952e-02
9.687522e-01 , 7.187527e-01 , 1.352021e-02 , -3.537973e-02
9.687522e-01 , 7.81253e-01 , 7.083091e-03 , -3.699845e-02
9.687522e-01 , 8.437531e-01 , 1.214256e-04 , -3.85048e-02
9.687522e-01 , 9.062532e-01 , -7.412398e-03 , -3.987335e-02
9.687522e-01 , 9.687516e-01 , -1.556502e-02 , -4.107326e-02
9.687522e-01 , 1.03125e+00 , -2.437944e-02 , -4.206769e-02
9.687522e-01 , 1.09375e+00 , -3.389105e-02 , -4.281343e-02
9.687522e-01 , 1.15625e+00 , -4.412206e-02 , -4.326108e-02
9.687522e-01 , 1.21875e+00 , -5.507724e-02 , -4.335621e-02
9.687522e-01 , 1.281251e+00 , -6.673853e-02 , -4.304113e-02
9.687522e-01 , 1.343751e+00 , -7.906016e-02 , -4.225778e-02
9.687522e-01 , 1.406251e+00 , -9.196465e-02 , -4.095152e-02
9.687522e-01 , 1.468751e+00 , -1.053403e-01 , -3.90757e-02
9.687522e-01 , 1.531252e+00 , -1.190411e-01 , -3.659681e-02
9.687522e-01 , 1.593752e+00 , -1.328885e-01 , -3.349963e-02
9.687522e-01 , 1.656252e+00 , -1.466779e-01 , -2.979163e-02
9.687522e-01 , 1.718753e+00 , -1.601858e-01 , -2.55063e-02
9.687522e-01 , 1.781253e+00 , -1.731795e-01 , -2.07022e-02
9.687522e-01 , 1.843753e+00 , -1.855422e-01 , -1.546555e-02
9.687522e-01 , 1.906253e+00 , -1.973881e-01 , -9.904533e-03
9.687522e-01 , 1.968752e+00 , -2.112557e-01 , -3.528572e-03
1.031252e+00 , -7.96875e+00 , 1.983335e-02 , -1.037059e-04
1.031252e+00 , -7.90625e+00 , -2.558427e-04 , -3.199421e-04
1.031252e+00 , -7.84375e+00 , -1.588477e-03 , -5.632876e-04
1.031252e+00 , -7.78125e+00 , -2.113869e-03 , -8.793178e-04
1.031252e+00 , -7.718749e+00 , -2.002922e-03 , -1.304219e-03
1.031252e+00 , -7.656249e+00 , -1.491296e-03 , -1.831333e-03
1.031252e+00 , -7.593749e+00 , -7.734574e-04 , -2.443421e-03
1.031252e+00 , -7.531249e+00 , 1.03508e-05 , -3.116806e-03
1.031252e+00 , -7.468748e+00 , 7.674396e-04 , -3.823576e-03
1.031252e+00 , -7.406248e+00 , 1.442227e-03 , -4.53393e-03
1.031252e+00 , -7.343748e+00 , 2.006232e-03 , -5.218688e-03
1.031252e+00 , -7.281247e+00 , 2.449591e-03 , -5.851444e-03
1.031252e+00 , -7.218747e+00 , 2.774408e-03 , -6.410046e-03
1.031252e+00 , -7.156247e+00 , 2.989925e-03 , -6.877353e-03
1.031252e+00 , -7.093747e+00 , 3.109211e-03 , -7.24146e-03
1.031252e+00 , -7.031248e+00 , 3.146964e-03 , -7.495571e-03
1.031252e+00 , -6.96875e+00 , 3.118001e-03 , -7.637722e-03
1.031252e+00 , -6.90625e+00 , 3.036241e-03 , -7.670355e-03
1.031252e+00 , -6.84375e+00 , 2.913763e-03 , -7.599786e-03
1.031252e+00 , -6.78125e+00 , 2.75996e-03 , -7.435597e-03
1.031252e+00 , -6.718749e+00 , 2.580661e-03 , -7.18985e-03
1.031252e+00 , -6.656249e+00 , 2.377243e-03 , -6.876177e-03
1.031252e+00 , -6.593749e+00 , 2.145736e-03 , -6.508772e-03
1.031252e+00 , -6.531249e+00 , 1.875947e-03 , -6.101324e-03
1.031252e+00 , -6.468748e+00 , 1.550686e-03 , -5.665982e-03
1.031252e+00 , -6.406248e+00 , 1.145256e-03 , -5.212423e-03
1.031252e+00 , -6.343748e+00 , 6.275381e-04 , -4.74714e-03
1.031252e+00 , -6.281247e+00 , -4.070908e-05 , -4.273053e-03
1.031252e+00 , -6.218747e+00 , -9.005101e-04 , -3.789545e-03
1.031252e+00 , -6.156247e+00 , -1.989281e-03 , -3.292974e-03
1.031252e+00 , -6.093747e+00 , -3.330655e-03 , -2.777634e-03
1.031252e+00 , -6.031248e+00 , -4.920603e-03 , -2.237044e-03
1.031252e+00 , -5.96875e+00 , -6.711866e-03 , -1.665438e-03
1.031252e+00 , -5.90625e+00 , -8.599769e-03 , -1.059669e-03
1.031252e+00 , -5.84375e+00 , -1.041559e-02 , -4.219966e-04
1.031252e+00 , -5.78125e+00 , -1.193275e-02 , 2.358779e-04
1.031252e+00 , -5.718749e+00 , -1.288815e-02 , 8.886961e-04
1.031252e+00 , -5.656249e+00 , -1.301241e-02 , 1.499831e-03
1.031252e+00 , -5.593749e+00 , -1.20757e-02 , 2.032166e-03
1.031252e+00 , -5.531248e+00 , -9.948417e-03 , 2.460215e-03
1.031252e+00 , -5.468748e+00 , -6.628694e-03 , 2.778971e-03
1.031252e+00 , -5.406248e+00 , -2.12309e-03 , 3.019785e-03
1.031252e+00 , -5.343747e+00 , 3.64883e-03 , 3.254139e-03
1.031252e+00 , -5.281247e+00 , 1.053385e-02 , 3.551488e-03
1.031252e+00 , -5.218747e+00 , 1.788694e-02 , 3.963803e-03
1.031252e+00 , -5.156246e+00 , 2.46547e-02 , 4.543246e-03
1.031252e+00 , -5.093746e+00 , 2.931211e-02 , 5.261034e-03
1.031252e+00 , -5.031246e+00 , 3.03435e-02 , 6.043003e-03
1.031252e+00 , -4.968745e+00 , 2.712387e-02 , 6.712834e-03
1.031252e+00 , -4.906245e+00 , 2.114162e-02 , 6.946708e-03
1.031252e+00 , -4.843745e+00 , 1.467904e-02 , 6.549259e-03
1.031252e+00 , -4.781244e+00 , 9.185203e-03 , 5.59827e-03
1.031252e+00 , -4.718744e+00 , 5.028909e-03 , 4.328729e-03
1.031252e+00 , -4.656244e+00 , 2.10802e-03 , 2.946647e-03
1.031252e+00 , -4.593744e+00 , 2.956944e-04 , 1.559994e-03
1.031252e+00 , -4.531247e+00 , -6.222505e-04 , 2.404496e-04
1.031252e+00 , -4.46875e+00 , -1.046769e-03 , -8.9573e-04
1.031252e+00 , -4.40625e+00 , -1.498326e-03 , -1.672636e-03
1.031252e+00 , -4.343749e+00 , -2.481518e-03 , -1.886314e-03
1.031252e+00 , -4.281248e+00 , -4.376804e-03 , -1.349511e-03
1.031252e+00 , -4.218747e+00 , -7.386954e-03 , 6.811505e-05
1.031252e+00 , -4.156246e+00 , -1.152577e-02 , 2.409098e-03
1.031252e+00 , -4.093746e+00 , -1.663267e-02 , 5.608777e-03
1.031252e+00 , -4.031248e+00 , -2.240341e-02 , 9.489842e-03
1.031252e+00 , -3.96875e+00 , -2.84367e-02 , 1.377703e-02
1.031252e+00 , -3.90625e+00 , -3.429804e-02 , 1.813447e-02
1.031252e+00 , -3.843749e+00 , -3.957676e-02 , 2.221308e-02
1.031252e+00 , -3.781248e+00 , -4.391562e-02 , 2.569051e-02
1.031252e+00 , -3.718747e+00 , -4.700508e-02 , 2.829296e-02
1.031252e+00 , -3.656246e+00 , -4.853566e-02 , 2.979367e-02
